TRIP_ID,RT_ID,RT_NAME,RT_VER,STP_NM,RT_STP_NUM,RT_NUM_STPS,RT_ID_VER,RT_DIR,RT_GRP,RT_GRP_NUM,ROUTE_ID,V_ID,STP_ARV_TM,STP_ARV_DTTM,STP_ID,DATA_TYPE,U_ID,ROW_ID,ERASE_DATA
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Courtneypark Dr at 1750 Courtneypark Dr,71,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,247,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Courtneypark Dr at 1820 Courtneypark Dr,72,80,18_2,South,dixie,473,18-344,1707,1712566764.0,2024-04-08 04:59:24-04:00,5800,IE,23867704-240304-MULTI-Weekday-03_18_2,248,
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Courtneypark Dr w/of Netherhart Rd,73,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,249,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Netherhart Rd n/of Bonhill Rd,74,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,250,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Meyerside Dr w/of Netherhart Rd,75,80,18_2,South,dixie,473,18-344,1707,1712566851.0,2024-04-08 05:00:51-04:00,5825,IE,23867704-240304-MULTI-Weekday-03_18_2,251,
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Meyerside Dr at 1795 Meyerside Dr,76,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,252,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Meyerside Dr at 1715 Meyerside Dr,77,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,253,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Meyerside Dr at 1675 Meyerside Dr,78,80,18_2,South,dixie,473,18-344,1707,1712566964.0,2024-04-08 05:02:44-04:00,5860,IE,23867704-240304-MULTI-Weekday-03_18_2,254,
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Meyerside Dr at Bonhill Rd,79,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,255,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Meyerside Dr at Dixie Rd,80,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,256,YES
